url,movie,id,rating,title,review,helpful
https://www.imdb.com/review/rw1354633/?ref_=tt_urv,elf,rw1354633,9," Very Very Funny Movie!
","The most helpful thing I can tell you about this movie is that if you've got even a smidgen of a youthful spirit about you, then this movie will make you laugh until you cry....over and over. There's one scene where Elf and a gruffy fellow warehouse worker(who was a total stranger just a few moments before) are sitting on a pallet after smoking some dope, and are laughing really hard about something really stupid, and the Elf leans over and begins tickling the guy under the arms and shouting ""Tickle, Tickle!"" as they both topple over in hysteric ecstasy....and I thought I was going to have a coronary, I laughed so long and hard (after running the DVD back to watch the same scene about 5 times over!!!!! This is absolutely my favorite all-time comedy! I'm very hard to please when it comes to comedies, seeing most of them as just stupid, but Elf is in a class by itself.","
                    29 out of 45 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw0875552/?ref_=tt_urv,elf,rw0875552,NA," A Wonderful Christmas Movie! Absolutely Worth Seeing!
","Elf (2003)I sure wish they would have released this movie in December, it would have given it an even Christmas-ier spirit to it all. Elf was a hilarious movie about a guy named Buddy (Will Ferrel), who was raised by elves at the North Pole. He then discovers he isn't an elf, and travels to New York city to find his real father (James Caan). It turns out his that Buddy has a stepbrother and a stepmother (Mary Steenburghen). While there, he meets Jovie (Zooey Deschanel) at a store there, and falls in love. This movie is all about Christmas spirit and is wonderful and enjoyable. It's a great family movie. You should take you ands your family to it during the holiday season. This will be one of those Christmas movies that I will be able to watch over and over. I give Elf a 10/10.","
                    24 out of 39 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw1145852/?ref_=tt_urv,elf,rw1145852,8," Ferrell finally finds something to contain him
","I do love Christmas movies, always a sucker for them even if the style and story is not new or different. Elf does bring some new story to the typical Christmas movie but for the most part it's same old, same old which for someone who loves the Christmas movie is great!! Unfortunately I am not a fan of Will Ferrell, okay granted I thought Night At The Roxbury was pretty funny but everything else since then has been horrid. Nonetheless with Elf Ferrell finally finds something that suits his completely child like annoying behavior and his over acting actually suits the character.Elf is the story of an orphan who accidentally makes his way into Santa's magical bag on Christmas Eve as a baby. When Santa discovers him he puts him in the care of the elves, in particular Papa Elf. The elves raise him as one of their own despite his size difference and a few other more human traits he is raised to believe he is just another Elf. Buddy as he is known has now reached the age that Papa Elf believes he should know the truth, especially considering that Buddy has a real father, alive and well who didn't even know he existed. Buddy is excited about making his way to New York City to meet his real father. He travels from the safe land of The North Pole where he knows and understands everything into the brutal modern world of New York City. Buddy sticks out like a sore thumb, and not just because of his green elf costume he insists on wearing but his politeness, his fascination with the simple annoyances of life, and his insistence that he is truly an elf from the North Pole. He finally tracks down his real father, Walter, a big time children's book publicist who spends more time working than with his wife and other son. Buddy tries to explain that he is Walter's son but Walter has him removed from the building. After being kicked out Buddy meets a friend in Jovie, a rather down on her luck Gimble's worker who plays an Elf for the Christmas season. Although first rather nervous about Buddy she begins to warm up to his childlike innocence. Buddy continues to do all he can to get back to see his Dad and eventually with a blood test Walter discovers this rather imbalanced man is indeed his son. Walter's wife Emily insists that Buddy stay with him. Buddy does everything he can to spread Christmas cheer and turn everything more ""Christmas-y"" wherever he goes. Unfortunately his ignorance to the real world infuriates Walter and he just wants Buddy to go away but both his wife and other son have become very attached to Buddy. Buddy tries his hand at working with Walter, which causes disaster, and eventually Buddy finds himself all alone until Santa has a bit of a disaster himself and crashes the sleigh into Central Park. The sleigh won't fly because their is no Christmas spirit left. Fortunately Buddy has touched enough people's lives for Jovie and Emily and Michael to bring Christmas spirit back for everyone including Walter who finally realizes what is important. Buddy will save Christmas for everyone!! Buddy is a great Christmas character. His naivety and ignorance is funny but touching and cute. Ferrell actually does manage to pull that off thank goodness. Although I don't know if they make Buddy pure enough that it actually comes across that he is touching these people's lives. The real laughs are with the physical comedy in the film, mostly entirely done by Ferrell but it's very funny. James Caan is so out of place and yet so perfect for the role of Walter. He fits in but doesn't at all which is kind of strange. Bob Newhart as the narrator and Papa Elf is also a great little cameo. And the great Ed Asner as bit rough around the edges but very caring Santa is also great. Zooey Deschanel as Buddy's love interest Jovie is a good choice. Although at first she doesn't seem like the right pick they actually have decent chemistry and she plays her role with a lot of depth for the short time she gets. Director Jon Favreau does a good job of creating something I actually compared to the amazing classic Miracle on 34th Street. Much of this film reminded me of a more updated modern version of that film which is a great honor. While I don't think Elf has the staying power it's still a cute little Christmas film with a tolerable Will Ferrell and a good family film. Pick it up this Christmas or even if you just feel like being in the Christmas Spirit. 8.5/10","
                    7 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw3372306/?ref_=tt_urv,elf,rw3372306,9," Larger Than Life Miniature.
","Elf (2003): Dir: Jon Favreau / Cast: Will Ferrell, James Caan, Zooey Deschanel, Mary Steenburgen, Bob Newhart: The story of little people doing big things, or in this case big people doing even bigger things. Will Ferrell stars as Buddy who crawled into Santa's sack upon his visit to the orphanage. He is raised at the North Pole where cheer and good will are the norm. When he learns that he is human he treks to New York to reunite with his human family. His father works in publishing and sees Buddy as a lunatic. He eventually lands a job in a toy store where a young lady with a winning singing voice catches his heart. Neat concept and funny situations and a conclusion where Buddy obtains the best of both worlds. Directed by Jon Favreau who previously made a very different film called Swingers. This time he aims for a different audience. He is backed by Ferrell with outrageous bursts of enthusiasm in an overgrown elf costume that is appropriately out of place. James Caan makes a great foil as his father. Zooey Deschanel is pleasant but as a female shop worker she is a predictable romantic prop. The biggest disappointment is Mary Steenburgen who is limited as Caan's wife. Bob Newhart narrates the film as Buddy's parental elf, which adds that fable like affect to its presentation. Hilarious Christmas comedy taking the elf theme to new heights. Score: 9 ½ / 10","
                    3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw3371555/?ref_=tt_urv,elf,rw3371555,8," Reflexive Christmas cheer without the jeer
","At first glance, it's hard to imagine a less likely candidate for an unironic Christmas film than the director/star of the snappy, sardonic Swingers (and soon-to-be director of Iron Man, of all things). Yet, curiously enough, it's this particular background that makes Jon Favreau so well-suited (ha) for the job. Sharp enough not to tumble into the schmaltz too heavily but shrewd enough to recognize the value in playing it straight, Favreau's Elf hits the ideal balance between being fun for kids while clever and sweet enough to remain tolerable for adults without caving to becoming closeted-self-loathing. It's no wonder that such a comparatively recent film has already worked its way into vintage holiday movie canon. Favreau is evidently nostalgic for the good ol' days of Christmas flicks (check out the distinctly Rudolf-esq stop motion Arctic creatures and Seussian snowflakes, some of the film's most delightful additions), but is clever enough to have a good beat on what makes them tick. Like all the best elating seasonal fare, Elf delivers a story of a fish-out-of-water outcast struggling with abandonment and an inability to fit in, but finds inspiration in his unflinching cheeriness in the face of his adversity, and its infectious effect on the community. Between corporate office culture, rampant consumerism and the bedraggled staff responsible for hocking it, there's a fair share of Scrooginess proliferating the film, but, bouncing along like a pointy hat-sporting George Bailey, Buddy the Elf(/human? Elf-man? Humelf...?) remains such a radiantly positive character that it's impossible not to be won over by him, as the film's other characters echo.Though there are gleeful setpieces aplenty (the ""you're not Santa!"" toy store brawl is already iconic, but Buddy's proficiency in a snowball fight is just as wickedly fun), Elf works by never abandoning its core emotional story, weaving in touching beats throughout, as Buddy connects with his estranged ""naughty listed"" father and thug life brother, and clumsily wooes his jaded coworker (one of the film's few objectionable bits - while cute, it's a bit underdeveloped, not to mention eyebrow raise-worthy how quickly she acclimatizes to a romance with a man who, for all intents and purposes, has the mental facilities of a 12-year old...). Pacing-wise, the film ticks along at a satisfyingly jaunty rate, and it only helps that Favreau commits to the tone aesthetically, with popping, vibrant candy colours and soft-focus lighting that allows the film to almost literally sparkle. The climax, finding conflict in Santa's sleigh crashing in Central Park, beset by Nazgûl-like park rangers, would play as laughably shoehorned in if Favreau didn't deliver it with such a knowing wink, and, strained as it might feel, he pulls it off without distracting excessively. And aww shucks - who could begrudge to a finale that dives whole-hog into sentiment - a Christmas spirit-inducing sing-a-long, no less! - so confidently and unironically, that, unlike most such euphoric 'happy endings,' it actually works really well. Hell - if James Caan's humbug can sing along, you sure can too. It's impossible to imagine the film to work without the stupendous work of Will Ferrell powering it. Like Favreau, Ferrell has mastered a delivery that plays to multiple audiences at once, allow him to sound wholeheartedly sincere yet uproariously stupid in the same breath, yet uniquely lovable either way. In between the inevitable more kid-friendly slapstick (and thankfully only one burp joke), Ferrell is never crass about Buddy's childlike approach to life, mining it for the utmost of wide-eyed truth, and he's all the funnier and more adorably charming for it. The rest of the cast, thankfully, are game to echo Ferrell's spirit. James Caan is pitch-perfect as the curmudgeonly Scrooge too wrapped up in exploiting nuns and orphanages to pay attention to his giddy elf-son, while (a jarringly blonde) Zooey Deschanel showcases the luminescent, quirky charm that would shortly catapult her into stardom (she even sneaks in a couple of songs for good measure). Ed Astner's gruff warmth makes him the most definitive Santa Claus since Richard Attenborough, and the hangdog charm of Bob Newhart lends the film's narration a perfectly relaxed airiness. The ever-adorable Mary Steenbergen helps the film's emotional heart blossom as Caan's more amiable wife, while Daniel Tay avoids the curse of the obnoxious Christmas child star with an edgier and more sly precociousness. Favreau even sneaks in some parentally crowdpleasing cameos - hey there, Kyle Gass from Tenacious D and Andy Richter! - while Peter Dinklage just about walks off with the show with his sublimely preening rock star children's author. Confidently festive and heartwarming with just the right underbelly of snarky eye-rolling, Elf is a true delight, and one of the most worthwhile additions to the Christmas pantheon. Although it's not as ambitious or infused with an emotional home run as other holiday classics, it's inevitable that the Christmas cheer level on the Clausometer will receive a hefty boost upon viewing or revisiting Elf. I'm still not eating spaghetti with maple syrup, though. That's a step too far. -8.5/10","
                    3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw3875593/?ref_=tt_urv,elf,rw3875593,8," Timeless festive fun
","There are very few Christmas movies, or movies in general for that matter, that I could watch over and over again without getting sick of. 'Elf' is one of those movies. We're approaching the festive season as I write this review and, being such a crowdpleaser, this movie is already appearing in TV listings everywhere. It seems to grow in popularity year on year and it's hard to believe that it's been 14 years since its release.Will Ferrell without doubt makes the film what it is. He gets his character spot on and provides plenty of laughs for adults as well as kids. There are some hilarious individual scenes and the movie as a whole is just great fun, which is what Christmas movies should be. For sheer entertainment value, 'Elf' is without question one of the best.","
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw3380560/?ref_=tt_urv,elf,rw3380560,7," Saccharine and Sickly Sweet but Well Done
","I feel torn. On one hand, this was an extremely well-done movie. Very entertaining. Funny. Cute. Captured all of the elements one might require in a Christmas movie. On the other hand, I felt it was a little too cloying and saccharine. There were some very entertaining moments and good scenes, but it's obvious this movie was made for the whole family (which is fine) and, in the end, it didn't feel like a great movie. It felt like a good movie. You have to be ready to stomach the shmaltz, mind you (and there is a lot). I'm torn between rating it 6 or 7. Why? Because on one hand, the shmaltzy elements alienated me a bit from the film but on the other hand, the movie has heart and is essentially a feel-good Christmas movie with all the fixins. And, I don't want to come across like a Scrooge. It was well-filmed. Zooey looked beautiful. It was funny in a broad sort of way. James Caan isn't as badass or mean as you originally think, and in the end, he seems rather likable. My complaint is that the movie could have more edge. Maybe it's because I spent the last few days watching really good thrillers, but I felt like this movie could have had a darker dark side. For me, it would have enriched the experience. As it stands now, it's sweet, fun, harmless and stands alone as a rather storybook Christmas fairytale that can appeal to a huge demographic. But heed this warning: There are a large share of Christmas songs, and several shmaltzy moments. Add this to your Christmas movie list. It's worth it. It ain't the best, but it's a well put together little tale with enough funny moments to make the experience worthwhile. And a heckuva lot of Christmas spirit. Cheesy and cloying at times, but still... it's there. Enjoy it.","
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw3375530/?ref_=tt_urv,elf,rw3375530,7," Admirable family film
","I never gave ""Elf"" much consideration, and it's not ""A Christmas Story"" levels of classic, but there's a lot to be said for Will Ferrell in elf booties roaming wide-eyed the streets of New York City. I guess the movie hinges on that central arrested development innocence vs. modern-day yuletide cynicism, but that ain't a bad thing. Favreau squeezes every funny ounce out of putting Ferrell in small spaces and the guy really is an endearing spaz. I like the cast, Peter Dinklage is a great easter egg (for lack of a better phrase) and it's just the right dosage of holiday warmth. Sweet, but not stifling.7/10","
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw0981592/?ref_=tt_urv,elf,rw0981592,3," Just silly, or stupid?
","(This review has spoilers, although I consider it a stretch to call them that due to the nature of this movie.) I was going to leave a comment without reading any others, because I had an idea what I would read, having heard lots of favorable opinions from others regarding this movie. Then I decided I really needed to read what others wrote, and my suspicions were confirmed precisely: Several people saying how great or cute this movie was, and the occasional person telling it essentially how it really was. I'll add to that. Was this movie just silly, which connotes an innocent lack of intelligent matter, or was it stupid, connoting something a bit deeper? Considering that movies (at least, the Hollywood variety) are created to make money, I'll put my money on the latter. Hollywood knows there are a lot of people out there who have nothing better to do with their money than to shell it out at the movie theater to watch something unoriginal, uncreative, and with roles that require no particular acting talent. These people also won't demand that, within whatever flight of fancy a story may take, the story follow rules it sets for itself. For instance, Buddy is required to eat, apparently, since he consumes voluminous portions at the meals we see, yet he travels quite some distance from the North Pole without eating--or sleeping, which is obviously something else he's required to do. He also is stupid/childlike for no reason for which we're ever made aware. He's stupid/childlike because he's grown up as an elf? Why then are not the other elves like that? If he's stupid because he's grown up with elves, why doesn't he start figuring things out once he's with humans?I guess the movie had quite a few funny scenes? I'm not sure which ones they were. The snowball fight wasn't bad. But the scene where he sings to his dad was not, the scene where his created Christmas display in the department store got destroyed was not, his belching was not, his answering his dad's phone ""Buddy the Elf--what's your favorite color?"" was not.It takes very little acting talent to act stupid through an entire movie, as did Will Ferrell. I think most anyone could do it. James Caan's role was one he's played a hundred times, and the same goes for Bob Newhart. Does no one ever get tired of that? A person searching for his father and trying to get him to change, even if the person doing the searching was raised as an elf, is not terribly original. To add further insult to our intelligence, not only was the scene where the father changes for the better highly predictable, it didn't even have a real buildup to get him to change! It was just, ""Okay Mr. Caan, your character has to have a change of heart now, please show us a change of heart"", and that was it. To annoy us even further, the girl of course decides she must sing out for everyone to hear. But none of this matters, because dimwits are cute and endearing, and sentimentality sells, regardless of the lack of intelligence attached to it.Thank you all for supporting this movie--you ensure that other garbage like this will be made many more times in the future.","
                    17 out of 36 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
https://www.imdb.com/review/rw1004955/?ref_=tt_urv,elf,rw1004955,1," Was not believable
","I could not believe this movie at all. So many of the comments are about what a wonderful movie this is, and I watched this with my children in great anticipation, but I kept wondering, would anyone want to watch this more than once? I like sappy Christmas movies; they are fun. I even like fantasies based on a silly premise. To work, however, there must be some semblance of believability.The Elf character was so much over the top, that even as a non-human in a human body, he didn't quite fit reality. From the premise in the movie, elves are hard-working, optimistic, and encouraging, but they are not stupid. It was the other characters, though, that really stood out. When Buddy was doing his silly stuff, the other characters just stood there as if they were waiting for him to finish his lines, instead of reacting as you would expect New Yorkers to react to a wacko like that.James Caan was believable, but no one else was. That has to be laid at the feet of the writer and/or director.My opinion is clearly in the minority, but I thought this was one of the worst movies I've seen in a very long time.","
                    20 out of 46 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        Permalink
                "
